index,artist_name,plays,artist_id
144,the knife,39191,bf710b71-48e5-4e15-9bd6-96debb2e4e98
145,brand new,39042,9311e2bc-bb3f-44cf-90d8-b1fe6912b60b
146,black sabbath,39039,5182c1d9-c7d2-4dad-afa0-ccfeada921a8
147,of montreal,38850,8475297d-fb78-4630-8d74-9b87b6bb7cc8
148,iron & wine,38770,c3f28da8-662d-4f09-bdc7-3084bf685930
149,röyksopp,38552,1c70a3fc-fa3c-4be1-8b55-c3192db8a884
150,aerosmith,38228,3d2b98e5-556f-4451-a3ff-c50ea18d57cb
151,regina spektor,37754,fbb375f9-48bb-4635-824e-4120273b3ba7
152,panic at the disco,37633,b9472588-93f3-4922-a1a2-74082cdf9ce8
153,apocalyptica,37599,788ad31c-bf0c-4a31-83f8-b8b130d79c76
154,sublime,37193,95f5b748-d370-47fe-85bd-0af2dc450bc0
155,the who,37148,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa
156,disciple,36857,4ebed31c-4984-432c-8d78-0f08a4b169a2
157,thievery corporation,36427,a505bb48-ad65-4af4-ae47-29149715bff9
158,norah jones,36303,985c709c-7771-4de3-9024-7bda29ebe3f9
159,dido,36105,d1353a0c-26fb-4318-a116-defde9c7c9ad
160,manu chao,35955,7570a0dd-5a67-401b-b19a-261eee01a284
161,jamiroquai,35934,f4857fb9-e255-4dc6-bd01-e4ca7cc68544
162,cradle of filth,35770,7e26cbe1-b8f5-4215-af82-e43d5f8ff308
163,enya,35314,4967c0a1-b9f3-465e-8440-4598fd9fc33c
164,jimmy eat world,35260,bbc5b66b-d037-4f26-aecf-0b129e7f876a
165,the decemberists,35110,97b1142f-c71e-4971-8736-4a8ceaf6b4c3
166,alkaline trio,35109,69421e11-e4c3-4854-951b-ceab4972e38e
167,jimi hendrix,35061,06fb1c8b-566e-4cb2-985b-b467c90781d4
168,misfits,34995,936addc3-91aa-49de-8ec0-0dc186de151f
169,o.s.t.r.,34977,99acd557-c4e2-4086-9be9-85f57184dadc
170,the chemical brothers,34801,1946a82a-f927-40c2-8235-38d64f50d043
171,explosions in the sky,34676,4236acde-2ce2-441c-a3d4-38d55f1b5474
172,damien rice,34453,2119beb8-6ac5-4f21-82a4-b831c90c0024
173,rilo kiley,34250,eaf6a7ca-105d-4a94-ba02-8c3e4040319a
174,judas priest,33888,6b335658-22c8-485d-93de-0bc29a1d0349
175,tenacious d,33806,148ddea2-6839-4354-8e2c-5dfadf136b7f
176,atb,33764,22a096ef-c70d-4d70-ae19-4fc2412d4986
177,arch enemy,33595,e631bb92-3e2b-43e3-a2cb-b605e2fb53bd
178,stars,33391,5aeb21a3-4606-4a0d-8369-50c768d1e99a
179,blur,33325,ba853904-ae25-4ebb-89d6-c44cfbd71bd2
180,kent,33040,ffb2d3e3-a4cc-48cf-8fb0-f2f846e9d7b9
181,andrew bird,32887,081b133e-ce74-42ba-92c1-c18234acb532
182,sum 41,32879,f2eef649-a6d5-4114-afba-e50ab26254d2
183,lacuna coil,32834,6fea1339-260c-40fe-bb7a-ace5c8438955
184,keane,32811,c7020c6d-cae9-4db3-92a7-e5c561cbad50
185,limp bizkit,32726,8f9d6bb2-dba4-4cca-9967-cc02b9f4820c
186,the mountain goats,32687,9639cd52-c351-4a17-9797-58880e95a7ef
187,justin timberlake,32684,596ffa74-3d08-44ef-b113-765d43d12738
188,nas,32580,cfbc0924-0035-4d6c-8197-f024653af823
189,frank zappa,32514,e20747e7-55a4-452e-8766-7b985585082d
190,elvis presley,32471,01809552-4f87-45b0-afff-2c6f0730a3be
191,broken social scene,32449,2eada8f8-056a-4093-bbc2-004909ce743b
192,yann tiersen,32448,12d432a3-feb0-49b1-a107-d20751880764
193,nick cave and the bad seeds,32327,172e1f1a-504d-4488-b053-6344ba63e6d0
194,cocorosie,32306,e162b2eb-6a42-4240-8c1b-c94d9a0acb73
195,josé gonzález,32095,cd8c5019-5d75-4d5c-bc28-e1e26a7dd5c8
196,dead can dance,31687,ccda046a-2674-4f7d-97e6-f23d6c156432
197,nelly furtado,31600,13655113-cd16-4b43-9dca-cadbbf26ee05
198,pantera,31182,541f16f5-ad7a-428e-af89-9fa1b16d3c9c
199,kings of convenience,31148,cf0f4547-ffbd-4011-98ad-0bec9ba022db
200,ben folds,30779,51b7f46f-6c0f-46f2-9496-08c9ec2624d4
201,the cranberries,30701,c98d40fd-f6cf-4b26-883e-eaa515ee2851
202,kamelot,30500,2449300a-6ca7-45da-8102-22789d256475
203,simon & garfunkel,30411,5d02f264-e225-41ff-83f7-d9b1f0b1874a
204,neil young,30323,75167b8b-44e4-407b-9d35-effe87b223cf
205,rush,30228,534ee493-bfac-4575-a44a-0ae41e2c3fe4
206,justice,29888,444f2191-8841-440e-bbc1-6fd564893946
207,植松伸夫,29852,92bb085a-2924-4479-b627-181a1835d2f5
208,devendra banhart,29845,0110e63e-0a9b-4818-af8e-41e180c20b9a
209,n*e*r*d,29614,3fb49f5a-fdc0-4789-9c84-22b38b3f3cb5
210,miles davis,29463,561d854a-6a28-4aa7-8c99-323e6ce46c2a
211,avenged sevenfold,29395,24e1b53c-3085-4581-8472-0b0088d2508c
212,bruce springsteen,29191,70248960-cb53-4ea4-943a-edb18f7d336f
213,beyoncé,29070,183105b5-3e68-4748-9086-2c1c11bf7a3d
214,frank sinatra,28985,197450cd-0124-4164-b723-3c22dd16494d
215,j dilla,28835,cbcbb22c-3a8d-46af-b4ba-09c98f0d7931
216,ryan adams,28805,c80f38a6-9980-485d-997c-5c1a9cbd0d64
217,eels,28609,14387b0f-765c-4852-852f-135335790466
218,coheed and cambria,28505,ae1b47d5-5128-431c-9d30-e08fd90e0767
219,maroon 5,28424,0ab49580-c84f-44d4-875f-d83760ea2cfe
220,ladytron,28352,b45335d1-5219-4262-a44d-936aa36eeaed
221,the velvet underground,28276,94b0fb9d-a066-4823-b2ec-af1d324bcfcf
222,underoath,28275,674a7e8c-9682-419a-8e05-2358e28b5359
223,guns n roses,28022,eeb1195b-f213-4ce1-b28c-8565211f8e43
224,deep purple,27996,79491354-3d83-40e3-9d8e-7592d58d790a
225,bullet for my valentine,27930,d530dbf9-69b1-404f-98f2-0431104f5a1e
226,the mars volta,27930,20883363-1ea4-4d72-ad72-c0e767038f3e
227,lil' wayne,27853,ac9a487a-d9d2-4f27-bb23-0f4686488345
228,diary of dreams,27841,22fa6038-d14c-4aab-a057-d397132e9191
229,katatonia,27806,61ed9c9c-79eb-4e8f-8015-bd599ac0ab49
230,30 seconds to mars,27785,d8354b38-e942-4c89-ba93-29323432abc3
231,morcheeba,27750,067102ea-9519-4622-9077-57ca4164cfbb
232,papa roach,27720,c5eb9407-caeb-4303-b383-6929aa94021c
233,audioslave,27404,020bfbb4-05c3-4c86-b372-17825c262094
234,morrissey,27247,013fa897-86db-41d3-8e9f-386c8a34f4e6
235,weezer,27175,6fe07aa5-fec0-4eca-a456-f29bff451b04
236,good charlotte,27106,b267ca80-034e-4dc1-9ed4-ec45f1fed41d
237,iced earth,27101,8a0e10a9-80c7-40e0-bf5b-89f1d57f9537
238,the libertines,27020,82b304c0-7da4-45d3-896a-0767c7ae1141
239,bob marley & the wailers,27017,c296e10c-110a-4103-9e77-47bfebb7fb2e
240,amon amarth,26914,5b687684-ad34-4a9f-b425-0e7aa81fbd38
241,mcfly,26840,72d3dc3f-3984-42b9-89de-42d6eeb1abf3
242,the used,26807,8262d8e4-9137-4bb3-a787-3caabbbc13e9
243,isis,26530,995a32e1-b1a6-4836-8abc-953c8b2f5094
244,the magnetic fields,26406,3ff72a59-f39d-411d-9f93-2d4a86413013
245,dj shadow,26294,efa2c11a-1a35-4b60-bc1b-66d37de88511
246,they might be giants,26207,183d6ef6-e161-47ff-9085-063c8b897e97
247,burial,25930,9ddce51c-2b75-4b3e-ac8c-1db09e7c89c6
248,scorpions,25602,c3cceeed-3332-4cf0-8c4c-bbde425147b6
249,mike oldfield,25499,a1684a49-feaa-4150-b758-d9412fc59f12
250,neutral milk hotel,25446,a506f761-2c22-4b2f-8a94-bd748c2c8f75
251,50 cent,25308,8e68819d-71be-4e7d-b41d-f1df81b01d3f
252,3 doors down,25303,2386cd66-e923-4e8e-bf14-2eebe2e9b973
253,jeff buckley,25207,e6e879c0-3d56-4f12-b3c5-3ce459661a8e
254,timbaland,25177,daa09819-5da5-4c7a-8bef-eb372bb27ff1
255,faith no more,25155,b15ebd71-a252-417d-9e1c-3e6863da68f8
256,pavement,25107,36bfa85f-737b-41db-a8fc-b8825850ffc3
257,mgmt,25024,c485632c-b784-4ee9-8ea1-c5fb365681fc
258,james blunt,24923,ebee61b4-bbdd-4087-9bcb-d5aa099088ec
259,ozzy osbourne,24860,8aa5b65a-5b3c-4029-92bf-47a544356934
260,the pillows,24833,e69c8ccb-25b1-4c4a-89c6-8fdad1172951
261,motörhead,24762,57961a97-3796-4bf7-9f02-a985a8979ae9
262,eric clapton,24655,618b6900-0618-4f1e-b835-bccb17f84294
263,alicia keys,24613,8ef1df30-ae4f-4dbd-9351-1a32b208a01e
264,robbie williams,24527,db4624cf-0e44-481e-a9dc-2142b833ec2f
265,within temptation,24387,eace2373-31c8-4aba-9a5c-7bce22dd140a
266,kate bush,24338,4b585938-f271-45e2-b19a-91c634b5e396
267,the beach boys,24336,ebfc1398-8d96-47e3-82c3-f782abcdb13d
268,flogging molly,24314,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
269,alexisonfire,24286,bc1c8f3f-6f36-4086-a470-87ed813dd429
270,bonobo,24197,9a709693-b4f8-4da9-8cc1-038c911a61be
271,bon jovi,24179,5dcdb5eb-cb72-4e6e-9e63-b7bace604965
272,against me!,24136,a66ebddc-ff04-46b8-820a-15c63e80dba1
273,taking back sunday,24028,350bce49-c21b-4137-b50a-0766ded07e4d
274,П.Т.В.П.,23955,671fcfd3-54c4-4b76-ac23-999a606f1f0c
275,lupe fiasco,23947,cf15719f-51f9-4db8-a15d-5eed9664ce69
276,dimmu borgir,23792,17167af8-c1da-45cc-bba2-9d23f068b7a3
277,korpiklaani,23772,50eec634-7c42-41ee-9b1f-b41d9ca28b26
278,jason mraz,23753,82eb8936-7bf6-4577-8320-a2639465206d
279,gentleman,23727,37d29a0a-4f5d-4a53-917c-bd0e897c54f7
280,anberlin,23666,c648509e-9916-4c56-ab63-652a03da16dd
281,cky,23623,4ed35152-5207-4101-8904-6cb5d159b545
282,hot chip,23618,d8915e13-d67a-4aa0-9c0b-1f126af951af
283,soilwork,23598,d8d1b067-78bb-4db7-8f91-db2ff9a83ee5
284,the game,23590,07cc14fb-4784-4a25-804b-2686ed5ef52c
285,soundtrack,23557,d6bd72bc-b1e2-4525-92aa-0f853cbb41bf
286,nouvelle vague,23484,77cceea7-91bb-4a4c-ae41-bc9c46c1ccb5
287,john williams,23418,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e
288,2pac,23396,382f1005-e9ab-4684-afd4-0bdae4ee37f2
289,pink,23276,8d53ba6e-968c-4f72-9571-4a4f3ed4b3f0
290,the devil wears prada,23270,43c0958c-27ef-46c4-b4cc-83cfca54170d
291,guns n' roses,23158,eeb1195b-f213-4ce1-b28c-8565211f8e43
292,t.i.,23156,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62
293,three days grace,23120,fabb37f8-eb2a-4cc1-a72a-b56935bbb72d
294,goldfrapp,23043,7b885d42-3c41-4f43-9944-a5855ec5155e
295,abba,22923,d87e52c5-bb8d-4da8-b941-9f4928627dc8
296,manowar,22890,00eeed6b-5897-4359-8347-b8cd28375331
297,pendulum,22847,f2fc6ece-5615-4d2c-9cb3-8c5d51a839ea
298,skillet,22844,16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816
299,nina simone,22831,2944824d-4c26-476f-a981-be849081942f
300,mew,22783,fa927f59-d443-418a-b741-e557208aaf09
301,amon tobin,22751,630662ea-1c7d-4208-99fd-ba3afec20f0c
302,static-x,22751,8ac9e35c-e92d-4030-99ef-ba4127b1555c
303,the roots,22602,80b3cf5e-18fe-4c59-98c7-e5bb87210710
304,okkervil river,22582,9fa07bb4-8312-4cd7-a19a-4fdbc5797148
305,autechre,22532,410c9baf-5469-44f6-9852-826524b80c61
306,cascada,22532,04af2581-6692-4f14-a7fe-151a36f20368
307,mika,22468,e11051f9-0098-41aa-9edb-8dacd8f1c6b5
308,thrice,22446,244afcb7-fa9a-49b1-9aa6-0149512d1c52
309,helloween,22392,765774a0-2060-469b-8b7d-612eea48579b
310,joe satriani,22311,29762c82-bb92-4acd-b1fb-09cc4da250d2
311,johann sebastian bach,22294,24f1766e-9635-4d58-a4d4-9413f9f98a4c
312,breaking benjamin,22287,854a1807-025b-42a8-ba8c-2a39717f1d25
313,current 93,22265,944655bc-16b1-48d2-b4ff-f73654612fcf
314,paradise lost,22256,10bf95b6-30e3-44f1-817f-45762cdc0de0
315,bloodhound gang,22251,b2dbfc09-b332-408b-a235-1850e41971c5
316,big lonz,22202,
317,ensiferum,22165,6e64cbfa-1a60-450e-81f4-c044c868ab24
318,common,22147,c0a1179b-b14a-4d68-a3c1-1fdab16ed602
319,minus the bear,22142,c1e98e4a-4628-4c89-a7a6-0e0171600b05
320,billy talent,22035,fd429857-5ace-4609-ae54-1502c3bdac11
321,yeah yeah yeahs,21968,584c04d2-4acc-491b-8a0a-e63133f4bfc4
322,travis,21954,22a40b75-affc-4e69-8884-266d087e4751
323,nick drake,21944,99ea432a-e3d8-42cb-9d5e-db316a6a8458
324,silverchair,21924,b0799818-22cb-4564-8e68-3c410d0722ee
325,dashboard confessional,21908,50549203-9602-451c-b49f-ff031ba8635c
326,crystal castles,21867,b1570544-93ab-4b2b-8398-131735394202
327,antony and the johnsons,21846,90cc2464-234e-4da0-b39b-576f36e633bc
328,pet shop boys,21729,be540c02-7898-4b79-9acc-c8122c7d9e83
329,kaiser chiefs,21698,90218af4-4d58-4821-8d41-2ee295ebbe21
330,the pillbugs,21691,06fe4eea-9344-4ef3-b0c4-98fff0a13128
331,m.i.a.,21590,5f6be871-eb98-42f1-bce4-5a3d8212c281
332,soundgarden,21576,153c9281-268f-4cf3-8938-f5a4593e5df4
333,snoop dogg,21533,f90e8b26-9e52-4669-a5c9-e28529c47894
334,atmosphere,21363,ef954679-5ee7-4016-acef-7ac71f2fa3d8
335,the hives,21344,487bfd74-71bf-46dd-b89c-80b7a0f06f2f
336,saves the day,21293,593f8594-83ad-4df4-a9b8-e4d225f55440
337,the flaming lips,21267,1f43d76f-8edf-44f6-aaf1-b65f05ad9402
338,death,21143,dbb3b771-ae77-4381-b61c-758b5b7898ec
339,dire straits,21120,614e3804-7d34-41ba-857f-811bad7c2b7a
340,wilco,20985,9e53f84d-ef44-4c16-9677-5fd4d78cbd7d
341,mariah carey,20931,494e8d09-f85b-4543-892f-a5096aed1cd4
342,múm,20742,2b64e811-cbcd-45f7-b29d-296444cad4f1
343,spoon,20711,84eac621-1c5a-49a1-9500-555099c6e184
344,rufus wainwright,20690,78e46ae5-9bfd-433b-be3f-19e993d67ecc
345,clueso,20689,5c2717ab-3b1e-4043-8874-e88ecf391cc9
346,die toten hosen,20655,c3bc80a6-1f4a-4e17-8cf0-6b1efe8302f1
347,band of horses,20621,07b6020a-c539-4d68-aeef-f159f3befc76
348,anti-flag,20611,b88f21a7-a1b9-48fd-bbc4-ae758026f17f
349,hans zimmer,20565,e6de1f3b-6484-491c-88dd-6d619f142abc
350,the kinks,20543,17b53d9f-5c63-4a09-a593-dde4608e0db9
351,death from above 1979,20503,92dc699f-fcbc-4278-afbe-40b5ad060a55
352,cypress hill,20345,51508c1f-8d07-4a00-9cf1-26c570fe7b78
353,the all-american rejects,20336,09885b8e-f235-4b80-a02a-055539493173
354,atreyu,20325,17e137fb-59e5-4fd7-af48-afc34995396c
355,genesis,20130,8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e
356,nena,20123,c954d136-c7fd-4fd9-8bb0-fb0491fc6a02
357,parkway drive,20109,a436dd02-0549-4c91-b608-df451217fdeb
358,creedence clearwater revival,19996,109958eb-a335-4c5e-907e-597ff4c6af46
359,bring me the horizon,19950,074e3847-f67f-49f9-81f1-8c8cea147e8e
360,behemoth,19922,69632f9c-31eb-43d5-a864-e73ac72efc66
361,the new pornographers,19811,25b75a66-ce83-4db3-b136-395a3c3784c4
362,dredg,19796,7b2f87f6-db90-464e-a27a-deb4f7219e90
363,relient k,19727,a49b5d41-7399-49ef-bcb8-a5779a30d2e9
364,lumen,19723,762c05cb-062e-4c6e-aafb-cd9036b4f34f
365,madlib,19645,ea9078ef-20ca-4506-81ea-2ae5fe3a42e8
366,edguy,19604,83998f9c-846b-4294-aede-d7735531c901
367,blonde redhead,19581,6821bf3f-5d5b-4b0f-8fa4-79d2ab2d9219
368,kiss,19566,e1f1e33e-2e4c-4d43-b91b-7064068d3283
369,the haunted,19555,4a60824c-be84-44c5-8632-c0c2b2ff145f
370,patrick wolf,19513,4ac4e32b-bd18-402e-adad-ae00e72f8d85
371,m83,19485,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
